ons_code,year,pop_value
E07000211,2015,144433
E07000211,2016,145621
E07000211,2017,146545
E07000211,2018,147887
E07000211,2019,149048
E07000211,2020,149545
E07000211,2021,151497
E07000211,2022,153828
E07000211,2023,156657
E07000211,2024,159134
E07000212,2011,80501
E07000212,2012,81261
E07000212,2013,82229
E07000212,2014,82874
E07000212,2015,83730
E07000212,2016,84725
E07000212,2017,84920
E07000212,2018,85538
E07000212,2019,86660
E07000212,2020,87200
E07000212,2021,87830
E07000212,2022,89113
E07000212,2023,91101
E07000212,2024,92118
E07000213,2011,95852
E07000213,2012,97163
E07000213,2013,98252
E07000213,2014,99057
E07000213,2015,99755
E07000213,2016,100461
E07000213,2017,100819
E07000213,2018,101151
E07000213,2019,102062
E07000213,2020,102304
E07000213,2021,103036
E07000213,2022,103760
E07000213,2023,104875
E07000213,2024,107074
E07000214,2011,86378
E07000214,2012,86985
E07000214,2013,87591
E07000214,2014,88437
E07000214,2015,88945
E07000214,2016,89397
E07000214,2017,89537
E07000214,2018,89550
E07000214,2019,90544
E07000214,2020,90457
E07000214,2021,90653
E07000214,2022,91470
E07000214,2023,93220
E07000214,2024,94492
E07000215,2011,83178
E07000215,2012,83527
E07000215,2013,84477
E07000215,2014,85121
E07000215,2015,85527
E07000215,2016,85901
E07000215,2017,86457
E07000215,2018,86525
E07000215,2019,86923
E07000215,2020,87248
E07000215,2021,88127
E07000215,2022,89002
E07000215,2023,90049
E07000215,2024,90586
E07000216,2011,121754
E07000216,2012,122173
E07000216,2013,123121
E07000216,2014,123839
E07000216,2015,124436
E07000216,2016,124949
E07000216,2017,125138
E07000216,2018,125159
E07000216,2019,125691
E07000216,2020,126260
E07000216,2021,128880
E07000216,2022,130327
E07000216,2023,132749
E07000216,2024,134284
E07000217,2011,99493
E07000217,2012,100565
E07000217,2013,101831
E07000217,2014,102588
E07000217,2015,103286
E07000217,2016,104233
E07000217,2017,104299
E07000217,2018,104510
E07000217,2019,104423
E07000217,2020,103882
E07000217,2021,103900
E07000217,2022,104432
E07000217,2023,105053
E07000217,2024,105679
E07000218,2011,62089
E07000218,2012,62099
E07000218,2013,62057
E07000218,2014,62292
E07000218,2015,62681
E07000218,2016,62908
E07000218,2017,63517
E07000218,2018,64098
E07000218,2019,64383
E07000218,2020,64271
E07000218,2021,65338
E07000218,2022,66035
E07000218,2023,66356
E07000218,2024,67117
E07000219,2011,125409
E07000219,2012,126438
E07000219,2013,127275
E07000219,2014,127980
E07000219,2015,128588
E07000219,2016,129899
E07000219,2017,131138
E07000219,2018,131830
E07000219,2019,132953
E07000219,2020,133688
E07000219,2021,134303
E07000219,2022,135664
E07000219,2023,138588
E07000219,2024,141565
E07000220,2011,100496
E07000220,2012,101509
E07000220,2013,102851
E07000220,2014,104734
E07000220,2015,106327
E07000220,2016,107555
E07000220,2017,108671
E07000220,2018,109418
E07000220,2019,110998
E07000220,2020,112672
E07000220,2021,114835
E07000220,2022,116631
E07000220,2023,119395
E07000220,2024,122378
E07000221,2011,120824
E07000221,2012,121005
E07000221,2013,121548
E07000221,2014,122142
E07000221,2015,122850
E07000221,2016,123729
E07000221,2017,125624
E07000221,2018,127565
E07000221,2019,129816
E07000221,2020,131979
E07000221,2021,135946
E07000221,2022,138772
E07000221,2023,142931
E07000221,2024,146258
E07000222,2011,137736
E07000222,2012,139225
E07000222,2013,139447
E07000222,2014,140306
E07000222,2015,141025
E07000222,2016,142534
E07000222,2017,143353
E07000222,2018,145478
E07000222,2019,146005
E07000222,2020,146643
E07000222,2021,148693
E07000222,2022,151610
E07000222,2023,153101
E07000222,2024,154889
E07000223,2011,61334
E07000223,2012,62158
E07000223,2013,62850
E07000223,2014,63525
E07000223,2015,63808
E07000223,2016,63947
E07000223,2017,64144
E07000223,2018,64230
E07000223,2019,64580
E07000223,2020,64550
E07000223,2021,64632
E07000223,2022,64760
E07000223,2023,64688
E07000223,2024,64889
E07000224,2011,149811
E07000224,2012,152162
E07000224,2013,154034
E07000224,2014,155983
E07000224,2015,157474
E07000224,2016,159363
E07000224,2017,161338
E07000224,2018,162647
E07000224,2019,163310
E07000224,2020,163661
E07000224,2021,165219
E07000224,2022,166288
E07000224,2023,168102
E07000224,2024,170064
E07000225,2011,113995
E07000225,2012,115042
E07000225,2013,116120
E07000225,2014,116870
E07000225,2015,118447
E07000225,2016,119711
E07000225,2017,121442
E07000225,2018,122185
E07000225,2019,122815
E07000225,2020,123032
E07000225,2021,124517
E07000225,2022,126177
E07000225,2023,127540
E07000225,2024,128934
E07000226,2011,107053
E07000226,2012,108974
E07000226,2013,110190
E07000226,2014,111522
E07000226,2015,112952
E07000226,2016,114243
E07000226,2017,115083
E07000226,2018,116472
E07000226,2019,117144
E07000226,2020,117793
E07000226,2021,118607
E07000226,2022,119959
E07000226,2023,122655
E07000226,2024,124008
E07000227,2011,131540
E07000227,2012,132145
E07000227,2013,132807
E07000227,2014,134201
E07000227,2015,135832
E07000227,2016,138257
E07000227,2017,139862
E07000227,2018,141468
E07000227,2019,142932
E07000227,2020,144377
E07000227,2021,147500
E07000227,2022,148784
E07000227,2023,149741
E07000227,2024,151521
E07000228,2011,140188
E07000228,2012,141243
E07000228,2013,142951
E07000228,2014,144577
E07000228,2015,145684
E07000228,2016,147001
E07000228,2017,147679
E07000228,2018,148966
E07000228,2019,150027
E07000228,2020,150877
E07000228,2021,152919
E07000228,2022,155159
E07000228,2023,158410
E07000228,2024,161755
E07000229,2011,104998
E07000229,2012,105797
E07000229,2013,106349
E07000229,2014,107291
E07000229,2015,108337
E07000229,2016,109346
E07000229,2017,109989
E07000229,2018,110280
E07000229,2019,110932
E07000229,2020,111064
E07000229,2021,111654
E07000229,2022,112071
E07000229,2023,112897
E07000229,2024,113866
E07000234,2011,93732
E07000234,2012,94179
E07000234,2013,94530
E07000234,2014,95380
E07000234,2015,95440
E07000234,2016,96254
E07000234,2017,96703
E07000234,2018,97315
E07000234,2019,98339
E07000234,2020,98837
E07000234,2021,99449
E07000234,2022,100231
E07000234,2023,101006
E07000234,2024,101685
E07000235,2011,74706
E07000235,2012,75116
E07000235,2013,75454
E07000235,2014,76208
E07000235,2015,76024
E07000235,2016,76391
E07000235,2017,76696
E07000235,2018,77362
E07000235,2019,77872
E07000235,2020,78288
E07000235,2021,79969
E07000235,2022,81113
E07000235,2023,81943
E07000235,2024,83227
E07000236,2011,84318
E07000236,2012,84667
E07000236,2013,85072
E07000236,2014,85266
E07000236,2015,85866
E07000236,2016,86432
E07000236,2017,86463
E07000236,2018,86186
E07000236,2019,86307
E07000236,2020,86561
E07000236,2021,86981
E07000236,2022,87189
E07000236,2023,87510
E07000236,2024,87847
E07000237,2011,98679
E07000237,2012,100082
E07000237,2013,101295
E07000237,2014,102267
E07000237,2015,103093
E07000237,2016,104696
E07000237,2017,105321
E07000237,2018,105303
E07000237,2019,105137
E07000237,2020,104399
E07000237,2021,103628
E07000237,2022,104178
E07000237,2023,105403
E07000237,2024,106671
E07000238,2011,117074
E07000238,2012,117858
E07000238,2013,118841
E07000238,2014,120170
E07000238,2015,121990
E07000238,2016,123632
E07000238,2017,125694
E07000238,2018,127335
E07000238,2019,129003
E07000238,2020,130419
E07000238,2021,133084
E07000238,2022,134508
E07000238,2023,136648
E07000238,2024,138017
E07000239,2011,98048
E07000239,2012,98217
E07000239,2013,98678
E07000239,2014,99441
E07000239,2015,100052
E07000239,2016,100557
E07000239,2017,101163
E07000239,2018,101491
E07000239,2019,101592
E07000239,2020,101315
E07000239,2021,101791
E07000239,2022,102335
E07000239,2023,103151
E07000239,2024,103913
E07000240,2011,141248
E07000240,2012,142616
E07000240,2013,144222
E07000240,2014,145938
E07000240,2015,146894
E07000240,2016,147823
E07000240,2017,147596
E07000240,2018,147552
E07000240,2019,148058
E07000240,2020,148555
E07000240,2021,148624
E07000240,2022,148698
E07000240,2023,149729
E07000240,2024,151012
E07000241,2011,110727
E07000241,2012,110684
E07000241,2013,111990
E07000241,2014,112166
E07000241,2015,113972
E07000241,2016,116637
E07000241,2017,117617
E07000241,2018,118365
E07000241,2019,119180
E07000241,2020,119806
E07000241,2021,119747
E07000241,2022,120308
E07000241,2023,121668
E07000241,2024,122819
E07000242,2011,138155
E07000242,2012,139256
E07000242,2013,140519
E07000242,2014,141915
E07000242,2015,143293
E07000242,2016,144801
E07000242,2017,145743
E07000242,2018,146048
E07000242,2019,147335
E07000242,2020,149027
E07000242,2021,150662
E07000242,2022,151828
E07000242,2023,153897
E07000242,2024,156875
E07000243,2011,84247
E07000243,2012,85052
E07000243,2013,85974
E07000243,2014,86719
E07000243,2015,87482
E07000243,2016,88466
E07000243,2017,89099
E07000243,2018,89310
E07000243,2019,89541
E07000243,2020,89755
E07000243,2021,89360
E07000243,2022,89639
E07000243,2023,90567
E07000243,2024,91774
E07000244,2011,239946
E07000244,2012,239607
E07000244,2013,239921
E07000244,2014,239929
E07000244,2015,240479
E07000244,2016,241807
E07000244,2017,243496
E07000244,2018,244313
E07000244,2019,245052
E07000244,2020,245482
E07000244,2021,246776
E07000244,2022,247135
E07000244,2023,248482
E07000244,2024,249664
E07000245,2011,171481
E07000245,2012,171820
E07000245,2013,172138
E07000245,2014,174735
E07000245,2015,176177
E07000245,2016,176416
E07000245,2017,178991
E07000245,2018,179189
E07000245,2019,179703
E07000245,2020,178236
E07000245,2021,180813
E07000245,2022,182332
E07000245,2023,186077
E07000245,2024,188485
E08000001,2011,277296
E08000001,2012,279738
E08000001,2013,281629
E08000001,2014,283212
E08000001,2015,284972
E08000001,2016,287253
E08000001,2017,289684
E08000001,2018,291594
E08000001,2019,294888
E08000001,2020,295712
E08000001,2021,296169
E08000001,2022,299957
E08000001,2023,305575
E08000001,2024,310085
E08000002,2011,185422
E08000002,2012,186632
E08000002,2013,187093
E08000002,2014,188406
E08000002,2015,189254
E08000002,2016,190470
E08000002,2017,191896
E08000002,2018,192900
E08000002,2019,193763
E08000002,2020,193604
E08000002,2021,193866
E08000002,2022,195046
E08000002,2023,196719
E08000002,2024,198921
E08000003,2011,502902
E08000003,2012,506869
E08000003,2013,510783
E08000003,2014,515360
E08000003,2015,523321
E08000003,2016,533446
E08000003,2017,536961
E08000003,2018,540675
E08000003,2019,545947
E08000003,2020,547340
E08000003,2021,550630
E08000003,2022,569103
E08000003,2023,581302
E08000003,2024,589670
E08000004,2011,225157
E08000004,2012,226057
E08000004,2013,227866
E08000004,2014,230348
E08000004,2015,232693
E08000004,2016,235021
E08000004,2017,237161
E08000004,2018,239923
E08000004,2019,242077
E08000004,2020,242181
E08000004,2021,242003
E08000004,2022,244885
E08000004,2023,247969
E08000004,2024,251560
E08000005,2011,211929
E08000005,2012,212345
E08000005,2013,212503
E08000005,2014,213462
E08000005,2015,214560
E08000005,2016,216251
E08000005,2017,218492
E08000005,2018,219969
E08000005,2019,222042
E08000005,2020,223024
E08000005,2021,224127
E08000005,2022,227715
E08000005,2023,231217
E08000005,2024,235561
E08000006,2011,234487
E08000006,2012,237421
E08000006,2013,239718
E08000006,2014,242602
E08000006,2015,246942
E08000006,2016,251562
E08000006,2017,255090
E08000006,2018,259224
E08000006,2019,263611
E08000006,2020,266090
E08000006,2021,270866
E08000006,2022,280044
E08000006,2023,287178
E08000006,2024,294348
E08000007,2011,283253
E08000007,2012,283953
E08000007,2013,284816
E08000007,2014,286267
E08000007,2015,288210
E08000007,2016,289879
E08000007,2017,290905
E08000007,2018,291631
E08000007,2019,293172
E08000007,2020,293851
E08000007,2021,295268
E08000007,2022,297386
E08000007,2023,300326
E08000007,2024,303929
E08000008,2011,219727
E08000008,2012,220457
E08000008,2013,221446
E08000008,2014,222364
E08000008,2015,223642
E08000008,2016,225480
E08000008,2017,226692
E08000008,2018,228435
E08000008,2019,229952
E08000008,2020,230521
E08000008,2021,231220
E08000008,2022,233318
E08000008,2023,236142
E08000008,2024,239643
E08000009,2011,227091
E08000009,2012,228512
E08000009,2013,230367
E08000009,2014,231799
E08000009,2015,232504
E08000009,2016,233710
E08000009,2017,234917
E08000009,2018,235623
E08000009,2019,236121
E08000009,2020,235937
E08000009,2021,235586
E08000009,2022,237156
E08000009,2023,238976
E08000009,2024,241025
E08000010,2011,318122
E08000010,2012,318109
E08000010,2013,318737
E08000010,2014,320075
E08000010,2015,320864
E08000010,2016,321494
E08000010,2017,322485
E08000010,2018,323904
E08000010,2019,326386
E08000010,2020,327850
E08000010,2021,329796
E08000010,2022,334675
E08000010,2023,340208
E08000010,2024,344922
E08000011,2011,145903
E08000011,2012,146227
E08000011,2013,146370
E08000011,2014,146562
E08000011,2015,147300
E08000011,2016,147928
E08000011,2017,148567
E08000011,2018,150042
E08000011,2019,151793
E08000011,2020,153408
E08000011,2021,154978
E08000011,2022,157227
E08000011,2023,159672
E08000011,2024,162565
E08000012,2011,465656
E08000012,2012,465365
E08000012,2013,465815
E08000012,2014,465745
E08000012,2015,469953
E08000012,2016,475486
E08000012,2017,479801
E08000012,2018,483598
E08000012,2019,484687
E08000012,2020,483348
E08000012,2021,485022
E08000012,2022,493693
E08000012,2023,503216
E08000012,2024,508961
E08000013,2011,175405
E08000013,2012,176214
E08000013,2013,176451
E08000013,2014,177785
E08000013,2015,178296
E08000013,2016,179229
E08000013,2017,180150
E08000013,2018,180937
E08000013,2019,181541
E08000013,2020,182102
E08000013,2021,183394
E08000013,2022,185001
E08000013,2023,186929
E08000013,2024,188861
E08000014,2011,273969
E08000014,2012,273979
E08000014,2013,273814
E08000014,2014,275143
E08000014,2015,275546
E08000014,2016,276707
E08000014,2017,276962
E08000014,2018,277890
E08000014,2019,278908
E08000014,2020,278621
E08000014,2021,279693
E08000014,2022,281247
E08000014,2023,283720
E08000014,2024,286281
E08000015,2011,319837
E08000015,2012,319971
E08000015,2013,319965
E08000015,2014,320917
E08000015,2015,320714
E08000015,2016,320914
E08000015,2017,321020
E08000015,2018,320643
E08000015,2019,320732
E08000015,2020,320249
E08000015,2021,320631
E08000015,2022,322674
E08000015,2023,325583
E08000015,2024,328873
E08000016,2011,231865
E08000016,2012,233259
E08000016,2013,234875
E08000016,2014,236421
E08000016,2015,238242
E08000016,2016,240061
E08000016,2017,241287
E08000016,2018,242360
E08000016,2019,243558
E08000016,2020,244201
E08000016,2021,244887
E08000016,2022,246737
E08000016,2023,249144
E08000016,2024,251770
E08000017,2011,302468
E08000017,2012,302626
E08000017,2013,302991
E08000017,2014,303673
E08000017,2015,304311
E08000017,2016,306137
E08000017,2017,307058
E08000017,2018,308237
E08000017,2019,308438
E08000017,2020,308185
E08000017,2021,308697
E08000017,2022,311395
E08000017,2023,315428
E08000017,2024,319765
E08000018,2011,257716
E08000018,2012,258710
E08000018,2013,259391
E08000018,2014,261391
E08000018,2015,262063
E08000018,2016,263273
E08000018,2017,264167
E08000018,2018,265154
E08000018,2019,265991
E08000018,2020,265593
E08000018,2021,266173
E08000018,2022,268707
E08000018,2023,272648
E08000018,2024,276595
E08000019,2011,551756
E08000019,2012,553842
E08000019,2013,555253
E08000019,2014,554805
E08000019,2015,555074
E08000019,2016,556599
E08000019,2017,555675
E08000019,2018,556771
E08000019,2019,556399
E08000019,2020,555036
E08000019,2021,555035
E08000019,2022,565987
E08000019,2023,575586
E08000019,2024,582493
E08000021,2011,279092
E08000021,2012,280869
E08000021,2013,284371
E08000021,2014,286876
E08000021,2015,287955
E08000021,2016,290316
E08000021,2017,291759
E08000021,2018,294955
E08000021,2019,297087
E08000021,2020,298426
E08000021,2021,298545
E08000021,2022,304886
E08000021,2023,313522
E08000021,2024,320605
E08000022,2011,201206
E08000022,2012,201566
E08000022,2013,202268
E08000022,2014,203211
E08000022,2015,202953
E08000022,2016,203743
E08000022,2017,204492
E08000022,2018,205766
E08000022,2019,207294
E08000022,2020,208015
E08000022,2021,209128
E08000022,2022,210772
E08000022,2023,212705
E08000022,2024,215025
E08000023,2011,148164
E08000023,2012,147761
E08000023,2013,147517
E08000023,2014,147606
E08000023,2015,147230
E08000023,2016,147664
E08000023,2017,147796
E08000023,2018,148076
E08000023,2019,148368
E08000023,2020,147919
E08000023,2021,147919
E08000023,2022,148987
E08000023,2023,150124
E08000023,2024,151393
E08000024,2011,275330
E08000024,2012,275317
E08000024,2013,275247
E08000024,2014,275751
E08000024,2015,275408
E08000024,2016,275490
E08000024,2017,274816
E08000024,2018,274339
E08000024,2019,274277
E08000024,2020,273583
E08000024,2021,274378
E08000024,2022,278013
E08000024,2023,283606
E08000024,2024,288606
E08000025,2011,1074283
E08000025,2012,1084661
E08000025,2013,1094531
E08000025,2014,1103724
E08000025,2015,1114932
E08000025,2016,1131271
E08000025,2017,1139893
E08000025,2018,1146050
E08000025,2019,1150646
E08000025,2020,1148692
E08000025,2021,1143285
E08000025,2022,1153593
E08000025,2023,1170238
E08000025,2024,1183618
E08000026,2011,316915
E08000026,2012,318141
E08000026,2013,322146
E08000026,2014,325066
E08000026,2015,331112
E08000026,2016,337064
E08000026,2017,340034
E08000026,2018,342811
E08000026,2019,343715
E08000026,2020,344702
E08000026,2021,344151
E08000026,2022,351434
E08000026,2023,359243
E08000026,2024,369026
E08000027,2011,313261
E08000027,2012,313631
E08000027,2013,314460
E08000027,2014,315700
E08000027,2015,316393
E08000027,2016,317669
E08000027,2017,319539
E08000027,2018,320989
E08000027,2019,322090
E08000027,2020,322513
E08000027,2021,323591
E08000027,2022,325464
E08000027,2023,328353
E08000027,2024,331930
E08000028,2011,309042
E08000028,2012,312710
E08000028,2013,317499
E08000028,2014,321610
E08000028,2015,325911
E08000028,2016,330051
E08000028,2017,333826
E08000028,2018,336977
E08000028,2019,340198
E08000028,2020,341436
E08000028,2021,341895
E08000028,2022,345697
E08000028,2023,349834
E08000028,2024,353860
E08000029,2011,206856
E08000029,2012,207729
E08000029,2013,209115
E08000029,2014,211205
E08000029,2015,211697
E08000029,2016,213061
E08000029,2017,214330
E08000029,2018,214901
E08000029,2019,216323
E08000029,2020,216432
E08000029,2021,216677
E08000029,2022,217957
E08000029,2023,219710
E08000029,2024,221242
E08000030,2011,269524
E08000030,2012,270517
E08000030,2013,271704
E08000030,2014,273764
E08000030,2015,275490
E08000030,2016,278429
E08000030,2017,281229
E08000030,2018,282921
E08000030,2019,284600
E08000030,2020,284578
E08000030,2021,284392
E08000030,2022,286804
E08000030,2023,291237
E08000030,2024,295678
E08000031,2011,249852
E08000031,2012,251444
E08000031,2013,252358
E08000031,2014,254351
E08000031,2015,256127
E08000031,2016,258305
E08000031,2017,260648
E08000031,2018,262474
E08000031,2019,263519
E08000031,2020,263123
E08000031,2021,264260
E08000031,2022,269036
E08000031,2023,275601
E08000031,2024,281251
E08000032,2011,523115
E08000032,2012,525522
E08000032,2013,528712
E08000032,2014,531795
E08000032,2015,534919
E08000032,2016,538178
E08000032,2017,540447
E08000032,2018,542542
E08000032,2019,545966
E08000032,2020,547141
E08000032,2021,546839
E08000032,2022,551522
E08000032,2023,559071
E08000032,2024,563605
E08000033,2011,204170
E08000033,2012,205116
E08000033,2013,205854
E08000033,2014,206614
E08000033,2015,207027
E08000033,2016,207744
E08000033,2017,207459
E08000033,2018,207215
E08000033,2019,207729
E08000033,2020,206976
E08000033,2021,206828
E08000033,2022,207896
E08000033,2023,209334
E08000033,2024,210929
E08000034,2011,422970
E08000034,2012,424922
E08000034,2013,427009
E08000034,2014,429036
E08000034,2015,431110
E08000034,2016,432588
E08000034,2017,433393
E08000034,2018,433571
E08000034,2019,433259
E08000034,2020,432878
E08000034,2021,433458
E08000034,2022,438486
E08000034,2023,443745
E08000034,2024,447847
E08000035,2011,750683
E08000035,2012,758029
E08000035,2013,764369
E08000035,2014,770434
E08000035,2015,777987
E08000035,2016,786739
E08000035,2017,793134
E08000035,2018,797696
E08000035,2019,804640
E08000035,2020,808443
E08000035,2021,809479
E08000035,2022,820294
E08000035,2023,833516
E08000035,2024,845189
E08000036,2011,326433
E08000036,2012,327901
E08000036,2013,329888
E08000036,2014,331624
E08000036,2015,333908
E08000036,2016,337365
E08000036,2017,340749
E08000036,2018,344437
E08000036,2019,348201
E08000036,2020,350978
E08000036,2021,353803
E08000036,2022,357926
E08000036,2023,363013
E08000036,2024,367666
E08000037,2011,200349
E08000037,2012,200252
E08000037,2013,200299
E08000037,2014,200728
E08000037,2015,201271
E08000037,2016,201359
E08000037,2017,200660
E08000037,2018,199915
E08000037,2019,198435
E08000037,2020,197342
E08000037,2021,196179
E08000037,2022,198599
E08000037,2023,200597
E08000037,2024,202760
E09000001,2011,7412
E09000001,2012,7514
E09000001,2013,7537
E09000001,2014,7567
E09000001,2015,7668
E09000001,2016,7737
E09000001,2017,7877
E09000001,2018,8165
E09000001,2019,8765
E09000001,2020,8331
E09000001,2021,8689
E09000001,2022,11615
E09000001,2023,13606
E09000001,2024,15111
E09000002,2011,187029
E09000002,2012,191453
E09000002,2013,196204
E09000002,2014,201244
E09000002,2015,206450
E09000002,2016,211047
E09000002,2017,214017
E09000002,2018,216298
E09000002,2019,218828
E09000002,2020,219227
E09000002,2021,218714
E09000002,2022,220392
E09000002,2023,226301
E09000002,2024,232747
E09000003,2011,357538
E09000003,2012,363260
E09000003,2013,368611
E09000003,2014,373853
E09000003,2015,377826
E09000003,2016,382925
E09000003,2017,384117
E09000003,2018,387574
E09000003,2019,390590
E09000003,2020,391046
E09000003,2021,388955
E09000003,2022,390371
E09000003,2023,398191
E09000003,2024,405050
E09000004,2011,232774
E09000004,2012,234435
E09000004,2013,236169
E09000004,2014,239112
E09000004,2015,241427
E09000004,2016,244006
E09000004,2017,244494
E09000004,2018,245244
E09000004,2019,246622
E09000004,2020,246924
E09000004,2021,246637
E09000004,2022,247875
E09000004,2023,252124
E09000004,2024,256434
E09000005,2011,312245
E09000005,2012,317984
E09000005,2013,324345
E09000005,2014,329981
E09000005,2015,335605
E09000005,2016,339524
E09000005,2017,342439
E09000005,2018,345558
E09000005,2019,347424
E09000005,2020,343988
E09000005,2021,339248
E09000005,2022,341505
E09000005,2023,348751
E09000005,2024,352976
E09000006,2011,310554
E09000006,2012,314663
E09000006,2013,318582
E09000006,2014,321800
E09000006,2015,325653
E09000006,2016,327701
E09000006,2017,329134
E09000006,2018,330367
E09000006,2019,331192
E09000006,2020,331247
E09000006,2021,329899
E09000006,2022,329930
E09000006,2023,332482
E09000006,2024,335319
E09000007,2011,220087
E09000007,2012,219647
E09000007,2013,221348
E09000007,2014,221095
E09000007,2015,221032
E09000007,2016,221024
E09000007,2017,218833
E09000007,2018,217915
E09000007,2019,217136
E09000007,2020,214768
E09000007,2021,210968
E09000007,2022,217352
E09000007,2023,217235
E09000007,2024,216943
E09000008,2011,364815
E09000008,2012,369617
E09000008,2013,374270
E09000008,2014,378244
E09000008,2015,381277
E09000008,2016,384382
E09000008,2017,385567
E09000008,2018,386999
E09000008,2019,390643
E09000008,2020,392101
E09000008,2021,390691
E09000008,2022,393547
E09000008,2023,402217
E09000008,2024,409342
E09000009,2011,339314
E09000009,2012,344834
E09000009,2013,350650
E09000009,2014,354660
E09000009,2015,359144
E09000009,2016,362163
E09000009,2017,362670
E09000009,2018,364208
E09000009,2019,367284
E09000009,2020,367936
E09000009,2021,366762
E09000009,2022,370315
E09000009,2023,379203
E09000009,2024,385985
E09000010,2011,313935
E09000010,2012,317780
E09000010,2013,321754
E09000010,2014,326340
E09000010,2015,330868
E09000010,2016,333295
E09000010,2017,333077
E09000010,2018,334000
E09000010,2019,335151
E09000010,2020,333149
E09000010,2021,329876
E09000010,2022,326867
E09000010,2023,328014
E09000010,2024,327434
E09000011,2011,255483
E09000011,2012,260360
E09000011,2013,264036
E09000011,2014,268305
E09000011,2015,274230
E09000011,2016,278768
E09000011,2017,282376
E09000011,2018,285773
E09000011,2019,288205
E09000011,2020,288384
E09000011,2021,289537
E09000011,2022,292381
E09000011,2023,296420
E09000011,2024,299528
E09000012,2011,247182
E09000012,2012,251193
E09000012,2013,255646
E09000012,2014,258735
E09000012,2015,261929
E09000012,2016,264892
E09000012,2017,264834
E09000012,2018,266210
E09000012,2019,265825
E09000012,2020,263782
E09000012,2021,260082
E09000012,2022,261814
E09000012,2023,265411
E09000012,2024,266758
E09000013,2011,182445
E09000013,2012,184439
E09000013,2013,186056
E09000013,2014,186659
E09000013,2015,187246
E09000013,2016,187472
E09000013,2017,187720
E09000013,2018,189037
E09000013,2019,188562
E09000013,2020,186555
E09000013,2021,183310
E09000013,2022,185822
E09000013,2023,187479
E09000013,2024,188687
E09000014,2011,255540
E09000014,2012,259312
E09000014,2013,265054
E09000014,2014,268901
E09000014,2015,272938
E09000014,2016,276262
E09000014,2017,274463
E09000014,2018,274240
E09000014,2019,273716
E09000014,2020,269534
E09000014,2021,264317
E09000014,2022,262078
E09000014,2023,263362
E09000014,2024,263850
E09000015,2011,240499
E09000015,2012,243800
E09000015,2013,247018
E09000015,2014,251618
E09000015,2015,255308
E09000015,2016,257317
E09000015,2017,257881
E09000015,2018,259861
E09000015,2019,262065
E09000015,2020,262281
E09000015,2021,261159
E09000015,2022,261798
E09000015,2023,266891
E09000015,2024,270724
E09000016,2011,237927
E09000016,2012,239946
E09000016,2013,242550
E09000016,2014,246771
E09000016,2015,250449
E09000016,2016,254487
E09000016,2017,257429
E09000016,2018,259229
E09000016,2019,261296
E09000016,2020,261906
E09000016,2021,262086
E09000016,2022,264786
E09000016,2023,270305
E09000016,2024,276274
E09000017,2011,275499
E09000017,2012,281263
E09000017,2013,285982
E09000017,2014,290225
E09000017,2015,294011
E09000017,2016,297451
E09000017,2017,299469
E09000017,2018,302263
E09000017,2019,305641
E09000017,2020,306460
E09000017,2021,305107
E09000017,2022,312162
E09000017,2023,321977
E09000017,2024,329185
E09000018,2011,254927
E09000018,2012,260584
E09000018,2013,265547
E09000018,2014,270773
E09000018,2015,275097
E09000018,2016,278601
E09000018,2017,281117
E09000018,2018,285430
E09000018,2019,289652
E09000018,2020,289773
E09000018,2021,288164
E09000018,2022,289196
E09000018,2023,295221
E09000018,2024,299424
E09000019,2011,206285
E09000019,2012,208762
E09000019,2013,212604
E09000019,2014,214986
E09000019,2015,218255
E09000019,2016,220620
E09000019,2017,221535
E09000019,2018,221453
E09000019,2019,221994
E09000019,2020,221018
E09000019,2021,217050
E09000019,2022,219769
E09000019,2023,222333
E09000019,2024,223024
E09000020,2011,158251
E09000020,2012,157240
E09000020,2013,156823
E09000020,2014,156178
E09000020,2015,156149
E09000020,2016,152708
E09000020,2017,149651
E09000020,2018,148471
E09000020,2019,146805
E09000020,2020,144874
E09000020,2021,144266
E09000020,2022,146336
E09000020,2023,146499
E09000020,2024,144518
E09000021,2011,160436
E09000021,2012,162562
E09000021,2013,164418
E09000021,2014,165791
E09000021,2015,167594
E09000021,2016,168617
E09000021,2017,168781
E09000021,2018,168729
E09000021,2019,169797
E09000021,2020,169770
E09000021,2021,167992
E09000021,2022,169076
E09000021,2023,170780
E09000021,2024,172692
E09000022,2011,304481
E09000022,2012,310449
E09000022,2013,314375
E09000022,2014,318196
E09000022,2015,322881
E09000022,2016,326613
E09000022,2017,327227
E09000022,2018,328923
E09000022,2019,329513
E09000022,2020,325527
E09000022,2021,317691
E09000022,2022,317657
E09000022,2023,318738
E09000022,2024,316920
E09000023,2011,276938
E09000023,2012,281011
E09000023,2013,286056
E09000023,2014,291086
E09000023,2015,295364
E09000023,2016,298809
E09000023,2017,300924
E09000023,2018,303127
E09000023,2019,305906
E09000023,2020,304169
E09000023,2021,300013
E09000023,2022,299164
E09000023,2023,300225
E09000023,2024,301255
E09000024,2011,200543
E09000024,2012,205166
E09000024,2013,208529
E09000024,2014,211025
E09000024,2015,213791
E09000024,2016,215514
E09000024,2017,215431
E09000024,2018,216171
E09000024,2019,217219
E09000024,2020,217101
E09000024,2021,215426
E09000024,2022,215105
E09000024,2023,217135
E09000024,2024,218539
