ons_code,year,pop_value
E09000025,2011,310460
E09000025,2012,313750
E09000025,2013,316952
E09000025,2014,322984
E09000025,2015,330322
E09000025,2016,335337
E09000025,2017,338333
E09000025,2018,344570
E09000025,2019,349786
E09000025,2020,350025
E09000025,2021,351256
E09000025,2022,357327
E09000025,2023,368194
E09000025,2024,374523
E09000026,2011,281395
E09000026,2012,285437
E09000026,2013,289976
E09000026,2014,295837
E09000026,2015,301022
E09000026,2016,304369
E09000026,2017,305937
E09000026,2018,308841
E09000026,2019,311780
E09000026,2020,311750
E09000026,2021,310130
E09000026,2022,311629
E09000026,2023,316556
E09000026,2024,321231
E09000027,2011,187527
E09000027,2012,189934
E09000027,2013,192375
E09000027,2014,194492
E09000027,2015,194966
E09000027,2016,196293
E09000027,2017,196849
E09000027,2018,197119
E09000027,2019,198185
E09000027,2020,197797
E09000027,2021,195315
E09000027,2022,195295
E09000027,2023,196061
E09000027,2024,196678
E09000028,2011,288717
E09000028,2012,293078
E09000028,2013,297868
E09000028,2014,299685
E09000028,2015,304048
E09000028,2016,306720
E09000028,2017,307640
E09000028,2018,310492
E09000028,2019,312591
E09000028,2020,312055
E09000028,2021,306762
E09000028,2022,309327
E09000028,2023,313485
E09000028,2024,314786
E09000029,2011,191123
E09000029,2012,193982
E09000029,2013,196678
E09000029,2014,199144
E09000029,2015,201208
E09000029,2016,203299
E09000029,2017,204824
E09000029,2018,206286
E09000029,2019,208516
E09000029,2020,209921
E09000029,2021,209617
E09000029,2022,210369
E09000029,2023,212336
E09000029,2024,214525
E09000030,2011,256012
E09000030,2012,261936
E09000030,2013,270294
E09000030,2014,277060
E09000030,2015,282674
E09000030,2016,289011
E09000030,2017,293526
E09000030,2018,300050
E09000030,2019,305066
E09000030,2020,306780
E09000030,2021,312715
E09000030,2022,324881
E09000030,2023,329143
E09000030,2024,331886
E09000031,2011,259742
E09000031,2012,263575
E09000031,2013,267963
E09000031,2014,270606
E09000031,2015,274579
E09000031,2016,277081
E09000031,2017,278105
E09000031,2018,279795
E09000031,2019,281015
E09000031,2020,279527
E09000031,2021,278147
E09000031,2022,275847
E09000031,2023,278506
E09000031,2024,279737
E09000032,2011,307710
E09000032,2012,312262
E09000032,2013,316810
E09000032,2014,319898
E09000032,2015,322658
E09000032,2016,326413
E09000032,2017,329493
E09000032,2018,331069
E09000032,2019,334558
E09000032,2020,333678
E09000032,2021,328429
E09000032,2022,330447
E09000032,2023,333859
E09000032,2024,337655
E09000033,2011,219582
E09000033,2012,219539
E09000033,2013,215907
E09000033,2014,214341
E09000033,2015,215876
E09000033,2016,213193
E09000033,2017,210459
E09000033,2018,209868
E09000033,2019,208415
E09000033,2020,205624
E09000033,2021,205759
E09000033,2022,209333
E09000033,2023,210665
E09000033,2024,209996
W06000001,2011,69913
W06000001,2012,69964
W06000001,2013,69880
W06000001,2014,69761
W06000001,2015,69415
W06000001,2016,68826
W06000001,2017,68617
W06000001,2018,68539
W06000001,2019,68278
W06000001,2020,68794
W06000001,2021,68937
W06000001,2022,69107
W06000001,2023,69238
W06000001,2024,69097
W06000002,2011,121523
W06000002,2012,121439
W06000002,2013,120403
W06000002,2014,119796
W06000002,2015,119632
W06000002,2016,118958
W06000002,2017,118881
W06000002,2018,118129
W06000002,2019,117584
W06000002,2020,118180
W06000002,2021,117072
W06000002,2022,118089
W06000002,2023,120064
W06000002,2024,120813
W06000003,2011,115326
W06000003,2012,115432
W06000003,2013,115313
W06000003,2014,115700
W06000003,2015,115380
W06000003,2016,115391
W06000003,2017,114855
W06000003,2018,114387
W06000003,2019,114196
W06000003,2020,114651
W06000003,2021,114788
W06000003,2022,114390
W06000003,2023,114783
W06000003,2024,114891
W06000004,2011,93919
W06000004,2012,94119
W06000004,2013,94378
W06000004,2014,94670
W06000004,2015,94691
W06000004,2016,94723
W06000004,2017,94597
W06000004,2018,94596
W06000004,2019,94766
W06000004,2020,95558
W06000004,2021,96047
W06000004,2022,96652
W06000004,2023,97375
W06000004,2024,98202
W06000005,2011,152666
W06000005,2012,152660
W06000005,2013,152906
W06000005,2014,153439
W06000005,2015,153688
W06000005,2016,154166
W06000005,2017,154587
W06000005,2018,154587
W06000005,2019,154592
W06000005,2020,155004
W06000005,2021,155045
W06000005,2022,155422
W06000005,2023,155614
W06000005,2024,155867
W06000006,2011,135070
W06000006,2012,135589
W06000006,2013,135861
W06000006,2014,135983
W06000006,2015,135565
W06000006,2016,135354
W06000006,2017,135619
W06000006,2018,136244
W06000006,2019,135899
W06000006,2020,135980
W06000006,2021,135152
W06000006,2022,135684
W06000006,2023,136890
W06000006,2024,138245
W06000008,2011,75293
W06000008,2012,76215
W06000008,2013,76087
W06000008,2014,75197
W06000008,2015,73724
W06000008,2016,72900
W06000008,2017,72220
W06000008,2018,71291
W06000008,2019,70639
W06000008,2020,71421
W06000008,2021,70676
W06000008,2022,71956
W06000008,2023,72488
W06000008,2024,72599
W06000009,2011,122613
W06000009,2012,122621
W06000009,2013,122302
W06000009,2014,122148
W06000009,2015,121721
W06000009,2016,121438
W06000009,2017,121382
W06000009,2018,121194
W06000009,2019,121432
W06000009,2020,122572
W06000009,2021,123633
W06000009,2022,124425
W06000009,2023,125043
W06000009,2024,125761
W06000010,2011,183961
W06000010,2012,184206
W06000010,2013,184252
W06000010,2014,184349
W06000010,2015,184404
W06000010,2016,184985
W06000010,2017,184984
W06000010,2018,185444
W06000010,2019,186125
W06000010,2020,187391
W06000010,2021,188172
W06000010,2022,189194
W06000010,2023,190381
W06000010,2024,190800
W06000011,2011,238691
W06000011,2012,239197
W06000011,2013,239237
W06000011,2014,239228
W06000011,2015,239354
W06000011,2016,239300
W06000011,2017,239266
W06000011,2018,239184
W06000011,2019,238707
W06000011,2020,238992
W06000011,2021,237897
W06000011,2022,242812
W06000011,2023,248959
W06000011,2024,251304
W06000012,2011,139880
W06000012,2012,139694
W06000012,2013,139093
W06000012,2014,139439
W06000012,2015,139704
W06000012,2016,141000
W06000012,2017,141022
W06000012,2018,141342
W06000012,2019,141385
W06000012,2020,142308
W06000012,2021,141934
W06000012,2022,142291
W06000012,2023,142045
W06000012,2024,143249
W06000013,2011,139410
W06000013,2012,139985
W06000013,2013,140579
W06000013,2014,141333
W06000013,2015,142177
W06000013,2016,142887
W06000013,2017,143355
W06000013,2018,143583
W06000013,2019,144500
W06000013,2020,145434
W06000013,2021,145738
W06000013,2022,146173
W06000013,2023,146900
W06000013,2024,147530
W06000014,2011,126679
W06000014,2012,126703
W06000014,2013,126458
W06000014,2014,126714
W06000014,2015,126261
W06000014,2016,127082
W06000014,2017,128377
W06000014,2018,129165
W06000014,2019,129802
W06000014,2020,131224
W06000014,2021,132491
W06000014,2022,133695
W06000014,2023,134771
W06000014,2024,135743
W06000015,2011,345442
W06000015,2012,348084
W06000015,2013,349982
W06000015,2014,350949
W06000015,2015,351600
W06000015,2016,352982
W06000015,2017,354348
W06000015,2018,355125
W06000015,2019,357137
W06000015,2020,360287
W06000015,2021,359824
W06000015,2022,369851
W06000015,2023,379739
W06000015,2024,383919
W06000016,2011,234373
W06000016,2012,235271
W06000016,2013,235145
W06000016,2014,235284
W06000016,2015,235233
W06000016,2016,235567
W06000016,2017,236357
W06000016,2018,236685
W06000016,2019,237574
W06000016,2020,238039
W06000016,2021,237545
W06000016,2022,239494
W06000016,2023,242091
W06000016,2024,242844
W06000018,2011,178782
W06000018,2012,178563
W06000018,2013,178236
W06000018,2014,178513
W06000018,2015,178269
W06000018,2016,178013
W06000018,2017,177610
W06000018,2018,177277
W06000018,2019,176735
W06000018,2020,176805
W06000018,2021,175999
W06000018,2022,176156
W06000018,2023,176639
W06000018,2024,176865
W06000019,2011,69812
W06000019,2012,69589
W06000019,2013,69186
W06000019,2014,68737
W06000019,2015,68395
W06000019,2016,68135
W06000019,2017,67829
W06000019,2018,67566
W06000019,2019,67382
W06000019,2020,67219
W06000019,2021,66989
W06000019,2022,66948
W06000019,2023,67523
W06000019,2024,67873
W06000020,2011,91190
W06000020,2012,91199
W06000020,2013,90842
W06000020,2014,90866
W06000020,2015,90844
W06000020,2016,90730
W06000020,2017,90638
W06000020,2018,91130
W06000020,2019,91685
W06000020,2020,92337
W06000020,2021,92454
W06000020,2022,92896
W06000020,2023,93518
W06000020,2024,94119
W06000021,2011,91508
W06000021,2012,91623
W06000021,2013,91822
W06000021,2014,91864
W06000021,2015,91867
W06000021,2016,92024
W06000021,2017,91791
W06000021,2018,91834
W06000021,2019,91730
W06000021,2020,92456
W06000021,2021,93163
W06000021,2022,94049
W06000021,2023,94672
W06000021,2024,94930
W06000022,2011,145785
W06000022,2012,146760
W06000022,2013,147586
W06000022,2014,148150
W06000022,2015,148948
W06000022,2016,150926
W06000022,2017,153234
W06000022,2018,155222
W06000022,2019,156773
W06000022,2020,158438
W06000022,2021,159687
W06000022,2022,162042
W06000022,2023,165112
W06000022,2024,167899
W06000023,2011,133071
W06000023,2012,133146
W06000023,2013,132719
W06000023,2014,132809
W06000023,2015,132945
W06000023,2016,132531
W06000023,2017,132460
W06000023,2018,131967
W06000023,2019,131556
W06000023,2020,132199
W06000023,2021,133521
W06000023,2022,133989
W06000023,2023,134645
W06000023,2024,135059
W06000024,2011,58851
W06000024,2012,58869
W06000024,2013,58791
W06000024,2014,58859
W06000024,2015,58922
W06000024,2016,59247
W06000024,2017,59337
W06000024,2018,59349
W06000024,2019,59255
W06000024,2020,59194
W06000024,2021,58869
W06000024,2022,58881
W06000024,2023,58841
W06000024,2024,58972
