ONS_code,year,veh_bev,veh_ulev_total
S12000049,2014,167,242
S12000049,2015,217,437
S12000049,2016,179,300
S12000049,2017,222,394
S12000049,2018,287,567
S12000049,2019,381,779
S12000049,2020,1012,1555
S12000049,2021,2023,2894
S12000049,2022,3231,4408
S12000049,2023,4599,6207
S12000049,2024,5755,8243
S12000049,2025,7193,10564
S12000050,2011,18,18
S12000050,2012,15,16
S12000050,2013,26,28
S12000050,2014,54,66
S12000050,2015,79,119
S12000050,2016,108,183
S12000050,2017,126,221
S12000050,2018,151,304
S12000050,2019,197,398
S12000050,2020,336,644
S12000050,2021,776,1302
S12000050,2022,1534,2273
S12000050,2023,2464,3485
S12000050,2024,3902,5369
S12000050,2025,5387,7652
S92000003,2011,327,331
S92000003,2012,483,525
S92000003,2013,650,742
S92000003,2014,1124,1548
S92000003,2015,1733,2943
S92000003,2016,2442,4667
S92000003,2017,3518,7332
S92000003,2018,4771,11217
S92000003,2019,7443,16269
S92000003,2020,14712,26776
S92000003,2021,26040,44203
S92000003,2022,41191,65256
S92000003,2023,59671,91258
S92000003,2024,80291,121622
S92000003,2025,102861,156792
W06000001,2011,3,3
W06000001,2012,4,5
W06000001,2013,7,8
W06000001,2014,16,26
W06000001,2015,26,50
W06000001,2016,36,69
W06000001,2017,37,73
W06000001,2018,52,97
W06000001,2019,75,139
W06000001,2020,100,186
W06000001,2021,182,343
W06000001,2022,299,512
W06000001,2023,419,691
W06000001,2024,633,974
W06000001,2025,781,1206
W06000002,2011,5,5
W06000002,2012,7,7
W06000002,2013,6,7
W06000002,2014,8,13
W06000002,2015,24,39
W06000002,2016,37,66
W06000002,2017,49,105
W06000002,2018,69,138
W06000002,2019,102,187
W06000002,2020,148,270
W06000002,2021,290,480
W06000002,2022,446,705
W06000002,2023,610,928
W06000002,2024,947,1402
W06000002,2025,1263,1865
W06000003,2011,8,8
W06000003,2012,4,5
W06000003,2013,11,11
W06000003,2014,20,28
W06000003,2015,43,59
W06000003,2016,49,75
W06000003,2017,59,106
W06000003,2018,69,143
W06000003,2019,88,187
W06000003,2020,154,324
W06000003,2021,327,565
W06000003,2022,529,845
W06000003,2023,774,1240
W06000003,2024,1175,1747
W06000003,2025,1534,2227
W06000004,2011,11,12
W06000004,2012,10,12
W06000004,2013,11,15
W06000004,2014,11,21
W06000004,2015,24,35
W06000004,2016,33,53
W06000004,2017,32,66
W06000004,2018,55,113
W06000004,2019,87,172
W06000004,2020,131,241
W06000004,2021,261,437
W06000004,2022,457,699
W06000004,2023,750,1061
W06000004,2024,1135,1580
W06000004,2025,1517,2116
W06000005,2011,9,10
W06000005,2012,11,13
W06000005,2013,16,20
W06000005,2014,22,33
W06000005,2015,40,66
W06000005,2016,49,87
W06000005,2017,77,144
W06000005,2018,92,198
W06000005,2019,125,261
W06000005,2020,185,365
W06000005,2021,400,711
W06000005,2022,649,1056
W06000005,2023,1039,1561
W06000005,2024,1611,2328
W06000005,2025,2230,3263
W06000006,2011,4,4
W06000006,2012,3,3
W06000006,2013,5,7
W06000006,2014,8,16
W06000006,2015,24,43
W06000006,2016,32,63
W06000006,2017,56,108
W06000006,2018,74,155
W06000006,2019,96,197
W06000006,2020,148,277
W06000006,2021,307,520
W06000006,2022,480,813
W06000006,2023,732,1181
W06000006,2024,1167,1791
W06000006,2025,1594,2477
W06000008,2011,6,6
W06000008,2012,5,5
W06000008,2013,4,6
W06000008,2014,8,12
W06000008,2015,9,13
W06000008,2016,16,31
W06000008,2017,22,48
W06000008,2018,29,75
W06000008,2019,56,121
W06000008,2020,113,221
W06000008,2021,205,359
W06000008,2022,336,537
W06000008,2023,509,766
W06000008,2024,664,981
W06000008,2025,829,1262
W06000009,2011,8,9
W06000009,2012,6,8
W06000009,2013,14,17
W06000009,2014,28,39
W06000009,2015,40,67
W06000009,2016,45,94
W06000009,2017,59,125
W06000009,2018,66,149
W06000009,2019,108,204
W06000009,2020,215,369
W06000009,2021,398,631
W06000009,2022,628,931
W06000009,2023,909,1287
W06000009,2024,1310,1834
W06000009,2025,1648,2328
W06000010,2011,11,11
W06000010,2012,17,19
W06000010,2013,25,26
W06000010,2014,40,49
W06000010,2015,63,103
W06000010,2016,77,138
W06000010,2017,84,185
W06000010,2018,106,238
W06000010,2019,148,316
W06000010,2020,260,499
W06000010,2021,506,863
W06000010,2022,867,1357
W06000010,2023,1249,1872
W06000010,2024,1858,2727
W06000010,2025,2440,3618
W06000011,2011,21,21
W06000011,2012,19,20
W06000011,2013,20,21
W06000011,2014,46,69
W06000011,2015,66,148
W06000011,2016,115,272
W06000011,2017,137,356
W06000011,2018,224,512
W06000011,2019,390,740
W06000011,2020,754,1337
W06000011,2021,1371,2300
W06000011,2022,2148,3397
W06000011,2023,2845,4535
W06000011,2024,3628,5786
W06000011,2025,4724,7615
W06000012,2011,2,2
W06000012,2012,1,1
W06000012,2013,5,5
W06000012,2014,15,20
W06000012,2015,30,49
W06000012,2016,35,62
W06000012,2017,40,73
W06000012,2018,42,90
W06000012,2019,53,121
W06000012,2020,105,219
W06000012,2021,250,446
W06000012,2022,457,741
W06000012,2023,725,1110
W06000012,2024,1187,1749
W06000012,2025,1650,2472
W06000013,2011,4,4
W06000013,2012,4,5
W06000013,2013,4,5
W06000013,2014,12,28
W06000013,2015,30,69
W06000013,2016,42,139
W06000013,2017,57,208
W06000013,2018,69,298
W06000013,2019,126,393
W06000013,2020,330,682
W06000013,2021,637,1176
W06000013,2022,1146,1889
W06000013,2023,1698,2768
W06000013,2024,2365,3763
W06000013,2025,3057,4833
W06000014,2011,21,21
W06000014,2012,19,20
W06000014,2013,21,22
W06000014,2014,16,21
W06000014,2015,36,61
W06000014,2016,60,106
W06000014,2017,86,177
W06000014,2018,108,242
W06000014,2019,158,352
W06000014,2020,247,501
W06000014,2021,453,814
W06000014,2022,783,1274
W06000014,2023,1163,1815
W06000014,2024,1731,2618
W06000014,2025,2255,3442
W06000015,2011,34,35
W06000015,2012,34,37
W06000015,2013,41,47
W06000015,2014,38,68
W06000015,2015,63,106
W06000015,2016,109,187
W06000015,2017,134,296
W06000015,2018,178,451
W06000015,2019,255,606
W06000015,2020,483,947
W06000015,2021,971,1704
W06000015,2022,1545,2542
W06000015,2023,2351,3728
W06000015,2024,3469,5376
W06000015,2025,4637,7102
W06000016,2011,5,5
W06000016,2012,5,6
W06000016,2013,7,8
W06000016,2014,18,24
W06000016,2015,36,50
W06000016,2016,58,88
W06000016,2017,70,118
W06000016,2018,82,147
W06000016,2019,113,229
W06000016,2020,184,386
W06000016,2021,382,686
W06000016,2022,725,1143
W06000016,2023,1107,1688
W06000016,2024,1771,2602
W06000016,2025,2511,3736
W06000018,2011,0,0
W06000018,2012,0,1
W06000018,2013,6,8
W06000018,2014,16,24
W06000018,2015,31,51
W06000018,2016,46,72
W06000018,2017,45,85
W06000018,2018,58,124
W06000018,2019,88,191
W06000018,2020,136,295
W06000018,2021,293,533
W06000018,2022,519,823
W06000018,2023,888,1331
W06000018,2024,1428,2073
W06000018,2025,1991,2898
W06000019,2011,0,0
W06000019,2012,0,0
W06000019,2013,2,2
W06000019,2014,2,4
W06000019,2015,4,9
W06000019,2016,4,12
W06000019,2017,2,18
W06000019,2018,14,30
W06000019,2019,19,43
W06000019,2020,43,82
W06000019,2021,67,125
W06000019,2022,120,198
W06000019,2023,236,361
W06000019,2024,370,546
W06000019,2025,549,798
W06000020,2011,3,3
W06000020,2012,2,2
W06000020,2013,2,2
W06000020,2014,10,13
W06000020,2015,15,25
W06000020,2016,23,41
W06000020,2017,30,59
W06000020,2018,38,74
W06000020,2019,52,108
W06000020,2020,81,174
W06000020,2021,181,317
W06000020,2022,365,531
W06000020,2023,579,811
W06000020,2024,897,1235
W06000020,2025,1206,1703
W06000021,2011,2,2
W06000021,2012,5,6
W06000021,2013,7,9
W06000021,2014,18,28
W06000021,2015,23,61
W06000021,2016,42,89
W06000021,2017,81,159
W06000021,2018,104,200
W06000021,2019,152,304
W06000021,2020,245,451
W06000021,2021,445,763
W06000021,2022,696,1106
W06000021,2023,984,1529
W06000021,2024,1414,2128
W06000021,2025,1907,2825
W06000022,2011,5,5
W06000022,2012,3,4
W06000022,2013,9,11
W06000022,2014,18,21
W06000022,2015,33,47
W06000022,2016,49,84
W06000022,2017,60,115
W06000022,2018,67,163
W06000022,2019,115,248
W06000022,2020,222,403
W06000022,2021,430,730
W06000022,2022,741,1132
W06000022,2023,1161,1699
W06000022,2024,1769,2597
W06000022,2025,2374,3459
W06000023,2011,13,13
W06000023,2012,25,26
W06000023,2013,23,26
W06000023,2014,24,32
W06000023,2015,36,63
W06000023,2016,49,98
W06000023,2017,67,143
W06000023,2018,91,204
W06000023,2019,155,333
W06000023,2020,246,488
W06000023,2021,411,748
W06000023,2022,613,1052
W06000023,2023,885,1486
W06000023,2024,1271,2061
W06000023,2025,1624,2588
W06000024,2011,0,0
W06000024,2012,1,1
W06000024,2013,2,3
W06000024,2014,4,6
W06000024,2015,4,7
W06000024,2016,4,11
W06000024,2017,8,16
W06000024,2018,15,30
W06000024,2019,26,49
W06000024,2020,30,72
W06000024,2021,84,138
W06000024,2022,149,228
W06000024,2023,242,361
W06000024,2024,355,570
W06000024,2025,525,795
W92000004,2011,178,182
W92000004,2012,189,210
W92000004,2013,252,290
W92000004,2014,399,596
W92000004,2015,700,1221
W92000004,2016,1010,1937
W92000004,2017,1292,2784
W92000004,2018,1702,3871
W92000004,2019,2587,5502
W92000004,2020,4561,8791
W92000004,2021,8852,15390
W92000004,2022,14699,23513
W92000004,2023,21861,33817
W92000004,2024,32168,48488
W92000004,2025,42883,64684
