ONS_code,year,veh_bev,veh_ulev_total
E08000007,2024,105411,155365
E08000007,2025,101376,149153
E08000008,2011,6,7
E08000008,2012,9,11
E08000008,2013,10,13
E08000008,2014,18,28
E08000008,2015,42,65
E08000008,2016,52,98
E08000008,2017,66,152
E08000008,2018,81,208
E08000008,2019,122,289
E08000008,2020,192,432
E08000008,2021,382,788
E08000008,2022,675,1267
E08000008,2023,1098,1963
E08000008,2024,1795,3067
E08000008,2025,2509,4264
E08000009,2011,25,27
E08000009,2012,25,30
E08000009,2013,31,36
E08000009,2014,35,61
E08000009,2015,74,155
E08000009,2016,117,219
E08000009,2017,166,339
E08000009,2018,218,478
E08000009,2019,337,691
E08000009,2020,566,1087
E08000009,2021,1033,1892
E08000009,2022,1668,2849
E08000009,2023,2526,4104
E08000009,2024,3413,5435
E08000009,2025,4338,6886
E08000010,2011,35,35
E08000010,2012,31,32
E08000010,2013,34,35
E08000010,2014,40,56
E08000010,2015,84,118
E08000010,2016,106,168
E08000010,2017,137,249
E08000010,2018,150,325
E08000010,2019,194,422
E08000010,2020,331,666
E08000010,2021,642,1257
E08000010,2022,1160,2028
E08000010,2023,1925,3117
E08000010,2024,3093,4872
E08000010,2025,4578,7090
E08000011,2011,0,0
E08000011,2012,0,0
E08000011,2013,3,5
E08000011,2014,12,16
E08000011,2015,23,36
E08000011,2016,37,62
E08000011,2017,48,88
E08000011,2018,46,119
E08000011,2019,69,160
E08000011,2020,122,258
E08000011,2021,257,530
E08000011,2022,412,797
E08000011,2023,808,1347
E08000011,2024,1589,2358
E08000011,2025,2382,3502
E08000012,2011,96,98
E08000012,2012,100,102
E08000012,2013,97,102
E08000012,2014,35,46
E08000012,2015,72,108
E08000012,2016,84,149
E08000012,2017,123,225
E08000012,2018,156,322
E08000012,2019,219,465
E08000012,2020,365,752
E08000012,2021,722,1369
E08000012,2022,1261,2283
E08000012,2023,2485,3933
E08000012,2024,3574,5694
E08000012,2025,5090,8071
E08000013,2011,5,5
E08000013,2012,7,7
E08000013,2013,8,9
E08000013,2014,16,20
E08000013,2015,38,53
E08000013,2016,48,77
E08000013,2017,61,111
E08000013,2018,70,154
E08000013,2019,95,209
E08000013,2020,168,364
E08000013,2021,359,689
E08000013,2022,656,1164
E08000013,2023,1053,1683
E08000013,2024,1914,2870
E08000013,2025,2693,3992
E08000014,2011,68,69
E08000014,2012,79,81
E08000014,2013,154,160
E08000014,2014,37,49
E08000014,2015,62,93
E08000014,2016,85,142
E08000014,2017,130,237
E08000014,2018,162,330
E08000014,2019,233,455
E08000014,2020,352,662
E08000014,2021,611,1131
E08000014,2022,1005,1748
E08000014,2023,1626,2625
E08000014,2024,2679,4123
E08000014,2025,3754,5810
E08000015,2011,9,10
E08000015,2012,9,13
E08000015,2013,22,27
E08000015,2014,43,55
E08000015,2015,101,150
E08000015,2016,136,218
E08000015,2017,176,295
E08000015,2018,225,411
E08000015,2019,307,541
E08000015,2020,428,779
E08000015,2021,897,1506
E08000015,2022,1480,2306
E08000015,2023,2247,3379
E08000015,2024,3488,5100
E08000015,2025,4735,6955
E08000016,2011,5,6
E08000016,2012,12,15
E08000016,2013,15,19
E08000016,2014,29,44
E08000016,2015,53,96
E08000016,2016,60,137
E08000016,2017,80,192
E08000016,2018,116,292
E08000016,2019,168,416
E08000016,2020,305,643
E08000016,2021,625,1143
E08000016,2022,954,1658
E08000016,2023,1605,2556
E08000016,2024,2625,3982
E08000016,2025,3736,5612
E08000017,2011,92,93
E08000017,2012,224,230
E08000017,2013,143,232
E08000017,2014,186,468
E08000017,2015,153,543
E08000017,2016,135,682
E08000017,2017,177,936
E08000017,2018,162,1293
E08000017,2019,402,1637
E08000017,2020,805,1745
E08000017,2021,1067,2277
E08000017,2022,1684,3012
E08000017,2023,3421,5379
E08000017,2024,5056,7676
E08000017,2025,6461,9766
E08000018,2011,7,7
E08000018,2012,14,16
E08000018,2013,16,24
E08000018,2014,18,32
E08000018,2015,60,101
E08000018,2016,76,140
E08000018,2017,100,217
E08000018,2018,116,310
E08000018,2019,172,446
E08000018,2020,281,647
E08000018,2021,558,1113
E08000018,2022,1007,1758
E08000018,2023,1701,2718
E08000018,2024,2791,4330
E08000018,2025,4061,6179
E08000019,2011,32,32
E08000019,2012,31,37
E08000019,2013,39,48
E08000019,2014,59,114
E08000019,2015,114,255
E08000019,2016,173,469
E08000019,2017,236,702
E08000019,2018,314,1064
E08000019,2019,566,1559
E08000019,2020,1209,2655
E08000019,2021,1936,4038
E08000019,2022,2932,5779
E08000019,2023,4349,8097
E08000019,2024,6063,10723
E08000019,2025,7834,13357
E08000021,2011,24,25
E08000021,2012,29,36
E08000021,2013,38,44
E08000021,2014,83,103
E08000021,2015,118,163
E08000021,2016,139,211
E08000021,2017,178,279
E08000021,2018,193,354
E08000021,2019,289,496
E08000021,2020,432,739
E08000021,2021,747,1269
E08000021,2022,1206,1905
E08000021,2023,1857,2877
E08000021,2024,2733,4156
E08000021,2025,3593,5429
E08000022,2011,3,3
E08000022,2012,3,3
E08000022,2013,7,10
E08000022,2014,41,52
E08000022,2015,89,114
E08000022,2016,113,154
E08000022,2017,131,206
E08000022,2018,151,265
E08000022,2019,173,334
E08000022,2020,276,504
E08000022,2021,572,967
E08000022,2022,944,1507
E08000022,2023,1508,2259
E08000022,2024,2256,3245
E08000022,2025,3189,4479
E08000023,2011,19,19
E08000023,2012,23,24
E08000023,2013,27,30
E08000023,2014,70,85
E08000023,2015,90,149
E08000023,2016,100,207
E08000023,2017,110,249
E08000023,2018,102,258
E08000023,2019,112,270
E08000023,2020,189,373
E08000023,2021,357,653
E08000023,2022,611,967
E08000023,2023,862,1340
E08000023,2024,1318,1964
E08000023,2025,1716,2561
E08000024,2011,48,48
E08000024,2012,45,46
E08000024,2013,54,58
E08000024,2014,108,118
E08000024,2015,218,244
E08000024,2016,223,276
E08000024,2017,213,291
E08000024,2018,222,330
E08000024,2019,234,388
E08000024,2020,300,543
E08000024,2021,562,942
E08000024,2022,966,1485
E08000024,2023,1507,2217
E08000024,2024,2493,3510
E08000024,2025,3504,4876
E08000025,2011,100,102
E08000025,2012,124,189
E08000025,2013,186,306
E08000025,2014,263,1875
E08000025,2015,384,4258
E08000025,2016,616,8440
E08000025,2017,906,12163
E08000025,2018,1839,16701
E08000025,2019,4957,21705
E08000025,2020,1300,3228
E08000025,2021,2064,5243
E08000025,2022,3369,7931
E08000025,2023,5074,11539
E08000025,2024,7719,16980
E08000025,2025,10234,21992
E08000026,2011,111,111
E08000026,2012,89,94
E08000026,2013,88,96
E08000026,2014,92,114
E08000026,2015,121,173
E08000026,2016,147,225
E08000026,2017,168,289
E08000026,2018,202,388
E08000026,2019,263,537
E08000026,2020,589,1066
E08000026,2021,1155,2035
E08000026,2022,1761,3446
E08000026,2023,2278,4972
E08000026,2024,2832,6183
E08000026,2025,3587,7748
E08000027,2011,43,43
E08000027,2012,37,39
E08000027,2013,50,55
E08000027,2014,61,83
E08000027,2015,120,187
E08000027,2016,152,262
E08000027,2017,143,308
E08000027,2018,179,438
E08000027,2019,207,534
E08000027,2020,348,819
E08000027,2021,710,1497
E08000027,2022,1180,2270
E08000027,2023,1896,3393
E08000027,2024,2960,5099
E08000027,2025,4230,7007
E08000028,2011,8,8
E08000028,2012,3,6
E08000028,2013,11,16
E08000028,2014,24,42
E08000028,2015,39,89
E08000028,2016,52,151
E08000028,2017,69,215
E08000028,2018,114,342
E08000028,2019,146,489
E08000028,2020,345,831
E08000028,2021,1041,1811
E08000028,2022,2905,3983
E08000028,2023,4061,5615
E08000028,2024,5137,7382
E08000028,2025,5964,8981
E08000029,2011,93,93
E08000029,2012,191,198
E08000029,2013,195,204
E08000029,2014,172,190
E08000029,2015,108,247
E08000029,2016,166,616
E08000029,2017,230,1471
E08000029,2018,321,1855
E08000029,2019,844,2669
E08000029,2020,4276,7788
E08000029,2021,7430,11366
E08000029,2022,7016,10602
E08000029,2023,10661,14068
E08000029,2024,11687,15289
E08000029,2025,14870,19563
E08000030,2011,20,20
E08000030,2012,22,23
E08000030,2013,21,23
E08000030,2014,37,51
E08000030,2015,66,109
E08000030,2016,76,148
E08000030,2017,95,212
E08000030,2018,126,289
E08000030,2019,164,393
E08000030,2020,267,638
E08000030,2021,453,1049
E08000030,2022,779,1645
E08000030,2023,1278,2469
E08000030,2024,2163,3974
E08000030,2025,3048,5399
E08000031,2011,9,10
E08000031,2012,10,12
E08000031,2013,15,15
E08000031,2014,23,31
E08000031,2015,58,88
E08000031,2016,63,104
E08000031,2017,67,145
E08000031,2018,91,219
E08000031,2019,130,308
E08000031,2020,259,546
E08000031,2021,476,1012
E08000031,2022,775,1509
E08000031,2023,1243,2329
E08000031,2024,2057,3690
E08000031,2025,2894,4985
E08000032,2011,11,13
E08000032,2012,14,17
E08000032,2013,22,31
E08000032,2014,45,72
E08000032,2015,129,204
E08000032,2016,136,279
E08000032,2017,165,411
E08000032,2018,208,575
E08000032,2019,299,829
E08000032,2020,539,1396
E08000032,2021,1097,2627
E08000032,2022,1929,4189
E08000032,2023,2952,6207
E08000032,2024,4578,8902
E08000032,2025,6013,11563
E08000033,2011,4,4
E08000033,2012,6,7
E08000033,2013,11,15
E08000033,2014,23,43
E08000033,2015,51,97
E08000033,2016,74,158
E08000033,2017,101,238
E08000033,2018,128,325
E08000033,2019,178,446
E08000033,2020,272,638
E08000033,2021,547,1115
E08000033,2022,899,1693
E08000033,2023,1372,2429
E08000033,2024,2057,3532
E08000033,2025,2738,4725
E08000034,2011,13,13
E08000034,2012,18,20
E08000034,2013,25,33
E08000034,2014,60,87
E08000034,2015,88,145
E08000034,2016,130,262
E08000034,2017,179,412
E08000034,2018,215,565
E08000034,2019,328,818
E08000034,2020,553,1276
E08000034,2021,1094,2312
E08000034,2022,1826,3512
E08000034,2023,2736,5024
E08000034,2024,4345,7533
E08000034,2025,5975,10222
E08000035,2011,53,53
E08000035,2012,68,76
E08000035,2013,65,82
E08000035,2014,86,190
E08000035,2015,236,674
E08000035,2016,376,2073
E08000035,2017,571,3517
E08000035,2018,898,4991
E08000035,2019,2296,7665
E08000035,2020,7451,14540
E08000035,2021,15657,28258
E08000035,2022,27983,43915
E08000035,2023,37716,57427
E08000035,2024,48267,71275
E08000035,2025,56391,82126
E08000036,2011,14,14
E08000036,2012,16,19
E08000036,2013,21,28
E08000036,2014,44,62
E08000036,2015,74,136
E08000036,2016,90,207
E08000036,2017,105,295
E08000036,2018,150,423
E08000036,2019,224,612
E08000036,2020,403,972
E08000036,2021,868,1772
E08000036,2022,1549,2759
E08000036,2023,2399,4037
E08000036,2024,3782,6055
E08000036,2025,5234,8164
E08000037,2011,37,37
E08000037,2012,76,77
E08000037,2013,69,73
E08000037,2014,62,76
E08000037,2015,113,132
E08000037,2016,131,171
E08000037,2017,140,201
E08000037,2018,149,252
E08000037,2019,179,325
E08000037,2020,241,448
E08000037,2021,470,796
E08000037,2022,770,1200
E08000037,2023,1254,1839
E08000037,2024,1978,2772
E08000037,2025,2422,3513
E09000001,2011,9,9
E09000001,2012,10,11
E09000001,2013,11,12
E09000001,2014,20,25
E09000001,2015,34,55
E09000001,2016,54,104
E09000001,2017,54,128
E09000001,2018,61,135
E09000001,2019,92,195
E09000001,2020,169,293
E09000001,2021,244,381
E09000001,2022,500,651
E09000001,2023,550,725
E09000001,2024,466,698
E09000001,2025,892,1137
E09000002,2011,16,19
E09000002,2012,17,20
E09000002,2013,13,20
E09000002,2014,11,22
E09000002,2015,20,47
E09000002,2016,45,111
E09000002,2017,45,162
E09000002,2018,55,311
E09000002,2019,81,592
E09000002,2020,203,967
E09000002,2021,492,1563
E09000002,2022,902,2458
E09000002,2023,1341,3546
E09000002,2024,2140,5087
E09000002,2025,2734,6136
E09000003,2011,128,131
E09000003,2012,123,139
E09000003,2013,144,173
E09000003,2014,195,257
E09000003,2015,329,491
E09000003,2016,473,965
E09000003,2017,631,1214
E09000003,2018,792,1756
E09000003,2019,1194,2853
E09000003,2020,1861,4003
E09000003,2021,3070,5730
E09000003,2022,4484,7828
E09000003,2023,6120,10420
E09000003,2024,7538,12697
E09000003,2025,8661,14612
E09000004,2011,16,16
E09000004,2012,18,20
E09000004,2013,21,22
E09000004,2014,21,27
E09000004,2015,36,64
E09000004,2016,60,128
E09000004,2017,96,242
E09000004,2018,142,480
E09000004,2019,216,795
E09000004,2020,358,1190
E09000004,2021,703,1936
E09000004,2022,1188,2818
E09000004,2023,1865,4074
E09000004,2024,2606,5373
E09000004,2025,3260,6484
E09000005,2011,67,69
E09000005,2012,59,64
E09000005,2013,65,76
E09000005,2014,79,112
E09000005,2015,113,214
E09000005,2016,244,532
E09000005,2017,219,604
E09000005,2018,306,936
E09000005,2019,524,1621
E09000005,2020,752,2485
E09000005,2021,1680,3902
E09000005,2022,2686,5599
E09000005,2023,4002,7799
E09000005,2024,5827,10349
E09000005,2025,7059,12149
E09000006,2011,28,28
E09000006,2012,29,37
E09000006,2013,42,55
E09000006,2014,82,144
E09000006,2015,124,233
E09000006,2016,168,372
E09000006,2017,226,560
E09000006,2018,312,837
E09000006,2019,497,1331
E09000006,2020,803,1987
E09000006,2021,1557,3218
E09000006,2022,2477,4708
E09000006,2023,3659,6701
E09000006,2024,4725,8493
E09000006,2025,5563,9991
E09000007,2011,193,195
E09000007,2012,200,210
E09000007,2013,213,236
E09000007,2014,234,275
E09000007,2015,284,412
E09000007,2016,323,536
E09000007,2017,418,921
E09000007,2018,492,1172
E09000007,2019,689,1667
E09000007,2020,1167,2279
E09000007,2021,1795,3105
E09000007,2022,2483,3954
E09000007,2023,2927,4590
E09000007,2024,3439,5347
E09000007,2025,3734,5880
E09000008,2011,23,24
E09000008,2012,22,28
E09000008,2013,30,41
E09000008,2014,41,61
E09000008,2015,76,151
E09000008,2016,94,263
E09000008,2017,158,485
E09000008,2018,231,812
E09000008,2019,347,1243
E09000008,2020,651,1906
E09000008,2021,1243,2906
E09000008,2022,1978,4243
E09000008,2023,3235,6284
E09000008,2024,4474,8220
E09000008,2025,5360,9727
E09000009,2011,44,48
E09000009,2012,53,60
E09000009,2013,59,76
E09000009,2014,102,182
E09000009,2015,146,270
E09000009,2016,169,445
E09000009,2017,296,759
E09000009,2018,406,1215
E09000009,2019,571,2076
E09000009,2020,1014,3137
E09000009,2021,2161,4883
E09000009,2022,3603,7052
E09000009,2023,6044,9774
E09000009,2024,7751,12221
E09000009,2025,8360,13489
E09000010,2011,32,32
E09000010,2012,31,34
E09000010,2013,39,50
E09000010,2014,41,62
E09000010,2015,77,134
E09000010,2016,102,218
E09000010,2017,149,357
E09000010,2018,209,658
E09000010,2019,298,1104
E09000010,2020,552,1678
E09000010,2021,1062,2610
E09000010,2022,1702,3630
E09000010,2023,2463,5070
E09000010,2024,3396,6547
E09000010,2025,3985,7896
E09000011,2011,17,18
E09000011,2012,22,25
E09000011,2013,23,27
E09000011,2014,30,48
E09000011,2015,55,90
E09000011,2016,75,170
E09000011,2017,122,318
E09000011,2018,177,492
E09000011,2019,271,815
E09000011,2020,461,1259
E09000011,2021,846,1996
E09000011,2022,1195,2580
E09000011,2023,1747,3452
E09000011,2024,2439,4518
E09000011,2025,2900,5380
E09000012,2011,32,32
E09000012,2012,32,32
E09000012,2013,34,40
E09000012,2014,33,46
E09000012,2015,49,88
E09000012,2016,72,164
E09000012,2017,114,282
E09000012,2018,160,454
E09000012,2019,211,697
E09000012,2020,399,1080
E09000012,2021,681,1759
E09000012,2022,927,2190
E09000012,2023,1160,2727
E09000012,2024,1622,3036
E09000012,2025,1873,3540
E09000013,2011,53,57
E09000013,2012,56,62
E09000013,2013,45,50
E09000013,2014,50,69
E09000013,2015,71,116
E09000013,2016,106,300
E09000013,2017,203,595
E09000013,2018,242,828
E09000013,2019,653,1730
E09000013,2020,1179,2594
E09000013,2021,2715,4319
E09000013,2022,4464,6351
E09000013,2023,5672,7899
E09000013,2024,6236,8765
E09000013,2025,6902,9640
E09000014,2011,71,74
E09000014,2012,67,71
E09000014,2013,68,77
E09000014,2014,75,99
E09000014,2015,114,162
E09000014,2016,149,256
E09000014,2017,192,412
E09000014,2018,254,631
E09000014,2019,403,1032
E09000014,2020,652,1554
E09000014,2021,1128,2354
E09000014,2022,1581,3001
E09000014,2023,1988,3845
E09000014,2024,2561,4852
E09000014,2025,3068,5756
E09000015,2011,12,12
E09000015,2012,21,29
E09000015,2013,27,38
E09000015,2014,37,62
E09000015,2015,63,159
E09000015,2016,110,302
E09000015,2017,183,479
E09000015,2018,237,743
E09000015,2019,383,1123
E09000015,2020,619,1628
E09000015,2021,1211,2630
E09000015,2022,2069,4190
E09000015,2023,3097,6098
E09000015,2024,4042,7812
E09000015,2025,4804,9152
E09000016,2011,11,12
E09000016,2012,14,18
E09000016,2013,33,35
E09000016,2014,80,97
E09000016,2015,103,148
E09000016,2016,142,238
E09000016,2017,162,311
E09000016,2018,177,461
E09000016,2019,231,776
E09000016,2020,523,1335
E09000016,2021,900,2104
E09000016,2022,1455,3130
E09000016,2023,2159,4467
E09000016,2024,2912,5843
E09000016,2025,3736,7446
E09000017,2011,68,68
E09000017,2012,74,78
E09000017,2013,81,88
E09000017,2014,65,188
E09000017,2015,281,350
E09000017,2016,366,576
E09000017,2017,554,978
E09000017,2018,590,1138
E09000017,2019,849,1763
E09000017,2020,2381,3570
E09000017,2021,4827,6376
E09000017,2022,7415,9666
E09000017,2023,10593,14593
E09000017,2024,16559,22323
E09000017,2025,8288,15507
E09000018,2011,182,183
E09000018,2012,176,180
E09000018,2013,179,185
E09000018,2014,55,79
E09000018,2015,82,158
E09000018,2016,112,293
E09000018,2017,176,534
E09000018,2018,224,713
E09000018,2019,330,1179
E09000018,2020,557,1746
E09000018,2021,1139,2675
E09000018,2022,2058,3997
E09000018,2023,2746,5434
E09000018,2024,3738,7064
E09000018,2025,4709,8644
E09000019,2011,78,80
E09000019,2012,69,72
E09000019,2013,65,70
E09000019,2014,68,82
E09000019,2015,211,266
E09000019,2016,149,276
E09000019,2017,187,386
E09000019,2018,379,774
E09000019,2019,481,1144
E09000019,2020,594,1490
E09000019,2021,1008,2123
E09000019,2022,1320,2492
E09000019,2023,1810,3107
E09000019,2024,2165,4056
E09000019,2025,2295,4398
E09000020,2011,95,96
E09000020,2012,81,86
E09000020,2013,74,89
E09000020,2014,104,149
E09000020,2015,151,258
E09000020,2016,205,455
E09000020,2017,336,752
E09000020,2018,449,1045
E09000020,2019,669,1531
E09000020,2020,987,2040
E09000020,2021,1525,2882
E09000020,2022,2113,3620
E09000020,2023,2567,4413
E09000020,2024,3076,5030
E09000020,2025,2900,5091
E09000021,2011,17,18
E09000021,2012,17,20
E09000021,2013,19,25
E09000021,2014,25,39
E09000021,2015,45,90
E09000021,2016,78,175
E09000021,2017,114,279
E09000021,2018,175,436
E09000021,2019,320,768
E09000021,2020,472,1085
E09000021,2021,822,1698
E09000021,2022,1300,2450
E09000021,2023,2009,3625
E09000021,2024,2528,4516
E09000021,2025,3012,5312
E09000022,2011,90,92
E09000022,2012,86,91
E09000022,2013,79,87
E09000022,2014,38,56
E09000022,2015,55,107
E09000022,2016,69,203
E09000022,2017,115,347
E09000022,2018,169,534
E09000022,2019,298,898
E09000022,2020,510,1383
E09000022,2021,947,2135
E09000022,2022,1270,2639
E09000022,2023,1745,3359
E09000022,2024,2304,4242
E09000022,2025,2951,5162
E09000023,2011,15,17
E09000023,2012,15,19
E09000023,2013,18,24
E09000023,2014,20,33
E09000023,2015,32,60
E09000023,2016,61,143
E09000023,2017,91,261
E09000023,2018,122,410
E09000023,2019,206,732
E09000023,2020,383,1138
E09000023,2021,722,1751
E09000023,2022,1079,2297
E09000023,2023,1523,2989
E09000023,2024,2146,3942
E09000023,2025,2518,4663
E09000024,2011,23,25
E09000024,2012,23,29
E09000024,2013,23,28
E09000024,2014,35,52
E09000024,2015,52,105
E09000024,2016,124,408
E09000024,2017,184,806
E09000024,2018,239,1175
E09000024,2019,394,967
E09000024,2020,732,1576
E09000024,2021,1266,2439
E09000024,2022,1936,3453
E09000024,2023,2866,4912
E09000024,2024,3581,6029
E09000024,2025,4437,7240
E09000025,2011,10,13
E09000025,2012,9,10
E09000025,2013,11,14
E09000025,2014,11,17
E09000025,2015,29,55
E09000025,2016,41,155
E09000025,2017,64,284
E09000025,2018,76,405
E09000025,2019,134,867
E09000025,2020,289,1491
E09000025,2021,618,2503
E09000025,2022,934,3346
E09000025,2023,1426,4482
E09000025,2024,2234,6238
E09000025,2025,2589,7128
E09000026,2011,5,7
E09000026,2012,7,10
E09000026,2013,13,19
E09000026,2014,36,49
E09000026,2015,87,130
E09000026,2016,98,246
E09000026,2017,141,377
E09000026,2018,186,650
E09000026,2019,264,1171
E09000026,2020,492,1816
E09000026,2021,1004,2873
E09000026,2022,1595,4207
E09000026,2023,2459,6036
E09000026,2024,3489,7919
E09000026,2025,4367,9817
E09000027,2011,38,38
E09000027,2012,39,44
E09000027,2013,44,55
E09000027,2014,55,80
E09000027,2015,72,157
E09000027,2016,99,275
E09000027,2017,186,497
E09000027,2018,314,798
E09000027,2019,537,1273
E09000027,2020,926,1973
E09000027,2021,1843,3309
E09000027,2022,2776,4569
E09000027,2023,3602,5996
E09000027,2024,3871,6663
E09000027,2025,4016,7149
E09000028,2011,139,142
E09000028,2012,95,101
E09000028,2013,104,113
E09000028,2014,61,80
E09000028,2015,96,154
E09000028,2016,140,270
E09000028,2017,175,411
E09000028,2018,280,652
E09000028,2019,484,1158
E09000028,2020,769,1705
E09000028,2021,1333,2540
E09000028,2022,3031,4416
E09000028,2023,3265,4889
E09000028,2024,4015,5839
E09000028,2025,4785,6893
E09000029,2011,11,12
E09000029,2012,14,16
E09000029,2013,16,20
E09000029,2014,31,46
E09000029,2015,37,73
E09000029,2016,60,160
E09000029,2017,95,263
E09000029,2018,130,416
E09000029,2019,208,679
E09000029,2020,364,1019
E09000029,2021,701,1640
E09000029,2022,1149,2381
E09000029,2023,1935,3727
E09000029,2024,2725,4917
E09000029,2025,3275,5840
E09000030,2011,38,39
E09000030,2012,19,20
E09000030,2013,34,39
E09000030,2014,44,53
E09000030,2015,59,95
E09000030,2016,70,236
E09000030,2017,108,410
E09000030,2018,143,628
E09000030,2019,201,1203
E09000030,2020,488,1878
E09000030,2021,1308,3302
E09000030,2022,1350,3717
E09000030,2023,1436,4529
E09000030,2024,2011,5927
E09000030,2025,2424,6797
E09000031,2011,24,26
E09000031,2012,26,31
E09000031,2013,28,33
E09000031,2014,20,28
E09000031,2015,37,76
E09000031,2016,50,144
E09000031,2017,61,216
E09000031,2018,85,439
E09000031,2019,138,821
E09000031,2020,265,1249
E09000031,2021,546,1947
E09000031,2022,825,2836
E09000031,2023,1262,3670
E09000031,2024,2052,4805
E09000031,2025,3134,6283
E09000032,2011,82,87
E09000032,2012,67,74
E09000032,2013,59,69
E09000032,2014,78,105
E09000032,2015,112,189
E09000032,2016,132,309
E09000032,2017,215,523
E09000032,2018,321,873
E09000032,2019,564,1540
E09000032,2020,914,2292
E09000032,2021,2550,4422
E09000032,2022,2120,4326
E09000032,2023,2832,5427
E09000032,2024,3483,6571
E09000032,2025,3931,7394
E09000033,2011,209,213
E09000033,2012,192,203
E09000033,2013,212,234
E09000033,2014,257,336
E09000033,2015,305,481
E09000033,2016,475,887
E09000033,2017,742,1623
E09000033,2018,897,1974
E09000033,2019,1500,2968
E09000033,2020,1940,3557
E09000033,2021,3589,5425
E09000033,2022,9251,11224
E09000033,2023,19418,21640
E09000033,2024,29282,31716
E09000033,2025,40858,43542
E10000003,2011,86,90
E10000003,2012,98,117
E10000003,2013,99,147
E10000003,2014,147,215
E10000003,2015,288,630
E10000003,2016,500,1169
E10000003,2017,736,1770
E10000003,2018,1066,2208
E10000003,2019,1367,2857
E10000003,2020,2094,4195
E10000003,2021,3551,6657
E10000003,2022,6058,10183
E10000003,2023,8620,13894
E10000003,2024,11774,18807
E10000003,2025,15155,23677
E10000007,2011,47,51
E10000007,2012,43,53
E10000007,2013,51,71
E10000007,2014,104,209
E10000007,2015,191,447
E10000007,2016,304,766
E10000007,2017,519,1281
E10000007,2018,649,2031
E10000007,2019,1121,2594
E10000007,2020,2102,4004
E10000007,2021,5131,7901
E10000007,2022,10374,14565
E10000007,2023,12981,18366
E10000007,2024,18128,25123
E10000007,2025,23862,32968
E10000008,2011,95,96
E10000008,2012,82,95
E10000008,2013,103,122
E10000008,2014,163,251
E10000008,2015,251,503
E10000008,2016,347,834
E10000008,2017,511,1619
E10000008,2018,718,2394
E10000008,2019,1131,3176
E10000008,2020,2107,4210
E10000008,2021,3565,6870
E10000008,2022,5616,10101
E10000008,2023,8670,14318
E10000008,2024,11081,18318
E10000008,2025,13916,22741
E10000011,2011,60,60
E10000011,2012,57,62
E10000011,2013,76,90
E10000011,2014,125,177
E10000011,2015,219,334
E10000011,2016,309,568
E10000011,2017,427,882
E10000011,2018,547,1217
E10000011,2019,874,1795
E10000011,2020,1339,2570
E10000011,2021,2272,4127
E10000011,2022,3540,5918
E10000011,2023,4912,7836
E10000011,2024,6644,10697
E10000011,2025,8552,13628
E10000012,2011,130,132
E10000012,2012,137,156
E10000012,2013,158,195
E10000012,2014,266,401
E10000012,2015,471,911
E10000012,2016,686,1348
E10000012,2017,934,1954
E10000012,2018,1159,2815
E10000012,2019,1754,4224
E10000012,2020,3076,6924
E10000012,2021,6006,12225
E10000012,2022,10025,18665
E10000012,2023,14565,26263
E10000012,2024,20305,36029
E10000012,2025,25842,46026
E10000013,2011,135,135
E10000013,2012,127,134
E10000013,2013,136,151
E10000013,2014,144,627
E10000013,2015,229,1801
E10000013,2016,365,1329
E10000013,2017,532,3033
E10000013,2018,1946,5161
E10000013,2019,2665,5783
E10000013,2020,4561,9561
E10000013,2021,3283,5697
E10000013,2022,4975,8087
E10000013,2023,7030,11185
E10000013,2024,9625,14934
E10000013,2025,12423,18967
E10000014,2011,1351,1356
E10000014,2012,1038,1065
E10000014,2013,764,833
E10000014,2014,430,608
E10000014,2015,629,1051
E10000014,2016,845,1654
E10000014,2017,1240,2607
E10000014,2018,1895,4048
E10000014,2019,2989,5822
E10000014,2020,4798,10126
E10000014,2021,8134,16092
E10000014,2022,13836,24760
E10000014,2023,20219,34019
E10000014,2024,27061,47278
E10000014,2025,35072,58141
E10000015,2011,89,92
E10000015,2012,90,114
E10000015,2013,124,172
E10000015,2014,268,478
E10000015,2015,530,1223
E10000015,2016,823,2091
E10000015,2017,1320,3138
E10000015,2018,1812,4647
E10000015,2019,3034,6756
E10000015,2020,6979,12009
E10000015,2021,6667,12528
E10000015,2022,10655,18223
E10000015,2023,15129,25226
E10000015,2024,19933,32707
E10000015,2025,24732,40462
E10000016,2011,117,119
E10000016,2012,167,190
E10000016,2013,208,245
E10000016,2014,289,454
E10000016,2015,530,965
E10000016,2016,732,1544
E10000016,2017,1051,2345
E10000016,2018,1395,3359
E10000016,2019,2016,4683
E10000016,2020,3323,7083
E10000016,2021,6004,11667
E10000016,2022,9783,17448
E10000016,2023,14618,24980
E10000016,2024,20139,33647
E10000016,2025,26249,43199
E10000017,2011,101,102
E10000017,2012,116,124
E10000017,2013,136,159
E10000017,2014,213,309
E10000017,2015,408,644
E10000017,2016,566,974
E10000017,2017,763,1398
E10000017,2018,924,1856
E10000017,2019,1328,2607
E10000017,2020,2102,4010
E10000017,2021,3821,6825
E10000017,2022,6523,10582
E10000017,2023,9845,15351
E10000017,2024,14317,22404
E10000017,2025,19923,30934
E10000018,2011,62,64
E10000018,2012,71,77
E10000018,2013,88,104
E10000018,2014,116,183
E10000018,2015,226,416
E10000018,2016,297,670
E10000018,2017,444,1062
E10000018,2018,598,1536
E10000018,2019,867,2096
E10000018,2020,1598,3326
E10000018,2021,3497,6452
E10000018,2022,5759,9950
